day,run_id,n_classes,class_size_cap,n_students,n_teachers,teacher_time_budget,alpha,forgetting,n_days,seed,teacher_skill_mean,teacher_skill_sd,inc_c0,inc_c_class,inc_c_B,base_loss,max_loss,agency_amp_min,agency_amp_max,beta_success,gamma_failure,success_eps,K_mean,K_p10,K_p50,K_p90,A_mean,A_p10,A_p50,A_p90,incidents_total,time_lost_mean
68,81,10,28,280,10,30.0,0.05,0.002,90,28004,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.7883518964713312,0.707485646168277,0.7905756261180039,0.8640420984245396,0.3228044205744437,0.09985697860561804,0.3002886728355586,0.5629462978810316,93,0.372
69,81,10,28,280,10,30.0,0.05,0.002,90,28004,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.790762132851104,0.71025559507787,0.7935321738700762,0.8655712355800987,0.3228044205744437,0.09985697860561804,0.3002886728355586,0.5629462978810316,79,0.316
70,81,10,28,280,10,30.0,0.05,0.002,90,28004,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.7931610645019862,0.7141697598232044,0.7962391215426932,0.8667945401799368,0.3228044205744437,0.09985697860561804,0.3002886728355586,0.5629462978810316,77,0.308
71,81,10,28,280,10,30.0,0.05,0.002,90,28004,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.7953654441818375,0.7177038857274254,0.7986593975404332,0.8684589112250707,0.3228044205744437,0.09985697860561804,0.3002886728355586,0.5629462978810316,84,0.336
72,81,10,28,280,10,30.0,0.05,0.002,90,28004,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.7974143939353867,0.7213548658734539,0.801284319896125,0.8687953963939761,0.3228044205744437,0.09985697860561804,0.3002886728355586,0.5629462978810316,88,0.35200000000000004
73,81,10,28,280,10,30.0,0.05,0.002,90,28004,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.7998037772257057,0.7257452306500717,0.8042722547658042,0.8700488108661864,0.3228044205744437,0.09985697860561804,0.3002886728355586,0.5629462978810316,72,0.28800000000000003
74,81,10,28,280,10,30.0,0.05,0.002,90,28004,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.8022394409190251,0.7299898514830105,0.8069703210298595,0.8717254130543246,0.3228044205744437,0.09985697860561804,0.3002886728355586,0.5629462978810316,70,0.28
75,81,10,28,280,10,30.0,0.05,0.002,90,28004,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.804359866183475,0.732986800500143,0.8091613710184475,0.8726098539654508,0.3228044205744437,0.09985697860561804,0.3002886728355586,0.5629462978810316,78,0.312
76,81,10,28,280,10,30.0,0.05,0.002,90,28004,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.8062488784785947,0.7355660045497215,0.8111267855974649,0.872909127612627,0.3228044205744437,0.09985697860561804,0.3002886728355586,0.5629462978810316,87,0.34800000000000003
77,81,10,28,280,10,30.0,0.05,0.002,90,28004,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.8086612986458247,0.7402372829694582,0.8131794774625866,0.8741973823872596,0.3228044205744437,0.09985697860561804,0.3002886728355586,0.5629462978810316,62,0.248
78,81,10,28,280,10,30.0,0.05,0.002,90,28004,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.8104102927467758,0.7426619078176439,0.8144905654323167,0.8749575026485399,0.3228044205744437,0.09985697860561804,0.3002886728355586,0.5629462978810316,89,0.356
79,81,10,28,280,10,30.0,0.05,0.002,90,28004,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.8126236482900187,0.7447454840299595,0.8166260777166153,0.8763203023973961,0.3228044205744437,0.09985697860561804,0.3002886728355586,0.5629462978810316,68,0.272
80,81,10,28,280,10,30.0,0.05,0.002,90,28004,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.8142607337500615,0.7479529441653904,0.8190060018781564,0.8767610489809227,0.3228044205744437,0.09985697860561804,0.3002886728355586,0.5629462978810316,95,0.38
81,81,10,28,280,10,30.0,0.05,0.002,90,28004,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.8161147274418538,0.7512287423904241,0.8203084281998021,0.8768710585073617,0.3228044205744437,0.09985697860561804,0.3002886728355586,0.5629462978810316,80,0.32
82,81,10,28,280,10,30.0,0.05,0.002,90,28004,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.8181688976006081,0.7540791595914699,0.8220353704370154,0.8773585531027548,0.3228044205744437,0.09985697860561804,0.3002886728355586,0.5629462978810316,68,0.272
83,81,10,28,280,10,30.0,0.05,0.002,90,28004,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.8198543460482086,0.7558344805373884,0.8237253937539686,0.8781199650469298,0.3228044205744437,0.09985697860561804,0.3002886728355586,0.5629462978810316,84,0.336
84,81,10,28,280,10,30.0,0.05,0.002,90,28004,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.8212778753679303,0.7590739751617791,0.8245805503806379,0.8777919400070302,0.3228044205744437,0.09985697860561804,0.3002886728355586,0.5629462978810316,95,0.38000000000000006
85,81,10,28,280,10,30.0,0.05,0.002,90,28004,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.8228352419753381,0.7619658871143289,0.8258567873053091,0.8779481280261939,0.3228044205744437,0.09985697860561804,0.3002886728355586,0.5629462978810316,88,0.35200000000000004
86,81,10,28,280,10,30.0,0.05,0.002,90,28004,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.8244862765600249,0.7649213614484699,0.8277669256371124,0.8788368364861555,0.3228044205744437,0.09985697860561804,0.3002886728355586,0.5629462978810316,82,0.328
87,81,10,28,280,10,30.0,0.05,0.002,90,28004,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.826025946527896,0.7669661552572048,0.8294348305232475,0.8795830954201651,0.3228044205744437,0.09985697860561804,0.3002886728355586,0.5629462978810316,85,0.3400000000000001
88,81,10,28,280,10,30.0,0.05,0.002,90,28004,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.827514012411662,0.7692986628125235,0.8312995383029742,0.879476569730166,0.3228044205744437,0.09985697860561804,0.3002886728355586,0.5629462978810316,86,0.34400000000000003
89,81,10,28,280,10,30.0,0.05,0.002,90,28004,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.8289516047160606,0.7716696251078912,0.8326570893426004,0.8803223865585854,0.3228044205744437,0.09985697860561804,0.3002886728355586,0.5629462978810316,90,0.36000000000000004
90,81,10,28,280,10,30.0,0.05,0.002,90,28004,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.830605561592742,0.7736637200167831,0.8350405264355407,0.8809598878722238,0.3228044205744437,0.09985697860561804,0.3002886728355586,0.5629462978810316,75,0.3000000000000001
1,82,10,28,280,10,30.0,0.05,0.002,90,28005,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.39180759959490147,0.14223878311676946,0.3723041826347395,0.6473984817901125,0.3501302461477571,0.11505003121323393,0.3386868543991323,0.593718676694704,78,0.31200000000000006
2,82,10,28,280,10,30.0,0.05,0.002,90,28005,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.4031385506384332,0.16288473352181976,0.3887459336073551,0.6557106596354475,0.3501302461477571,0.11505003121323393,0.3386868543991323,0.593718676694704,84,0.336
3,82,10,28,280,10,30.0,0.05,0.002,90,28005,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.41531205414348843,0.18266340558043553,0.4010986444637539,0.661948862164331,0.3501302461477571,0.11505003121323393,0.3386868543991323,0.593718676694704,67,0.268
4,82,10,28,280,10,30.0,0.05,0.002,90,28005,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.4259992822090648,0.19916065843248001,0.41268544487076075,0.6667779853238529,0.3501302461477571,0.11505003121323393,0.3386868543991323,0.593718676694704,82,0.328
5,82,10,28,280,10,30.0,0.05,0.002,90,28005,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.4364724867544803,0.21472464004915381,0.4238187519317771,0.6702938359138694,0.3501302461477571,0.11505003121323393,0.3386868543991323,0.593718676694704,82,0.328
6,82,10,28,280,10,30.0,0.05,0.002,90,28005,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.44732546295842024,0.2290860179075064,0.4352231608021135,0.6755720402250072,0.3501302461477571,0.11505003121323393,0.3386868543991323,0.593718676694704,74,0.296
7,82,10,28,280,10,30.0,0.05,0.002,90,28005,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.45728566913006097,0.2445007466025795,0.4462561871677261,0.6792663825387794,0.3501302461477571,0.11505003121323393,0.3386868543991323,0.593718676694704,84,0.336
8,82,10,28,280,10,30.0,0.05,0.002,90,28005,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.467301243311332,0.2549818245012488,0.4550246078255025,0.6839502074304336,0.3501302461477571,0.11505003121323393,0.3386868543991323,0.593718676694704,79,0.316
9,82,10,28,280,10,30.0,0.05,0.002,90,28005,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.4768909071240691,0.26742331509084327,0.4652647806224242,0.6868734928905078,0.3501302461477571,0.11505003121323393,0.3386868543991323,0.593718676694704,83,0.33199999999999996
10,82,10,28,280,10,30.0,0.05,0.002,90,28005,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.48658087795364957,0.284066650876627,0.47683751738595526,0.691923865358816,0.3501302461477571,0.11505003121323393,0.3386868543991323,0.593718676694704,79,0.316
11,82,10,28,280,10,30.0,0.05,0.002,90,28005,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.4961904309454548,0.29596139486040607,0.4868940240912827,0.6973359172463088,0.3501302461477571,0.11505003121323393,0.3386868543991323,0.593718676694704,75,0.29999999999999993
12,82,10,28,280,10,30.0,0.05,0.002,90,28005,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.5049045539836446,0.3092592794815541,0.49680056332374245,0.7038447867237585,0.3501302461477571,0.11505003121323393,0.3386868543991323,0.593718676694704,87,0.348
13,82,10,28,280,10,30.0,0.05,0.002,90,28005,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.5133583017097412,0.32160497078227274,0.507007263324204,0.7100160991056704,0.3501302461477571,0.11505003121323393,0.3386868543991323,0.593718676694704,88,0.35200000000000004
14,82,10,28,280,10,30.0,0.05,0.002,90,28005,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.5220006012709905,0.33446702809826945,0.5162133584254679,0.7167511030611369,0.3501302461477571,0.11505003121323393,0.3386868543991323,0.593718676694704,81,0.32399999999999995
15,82,10,28,280,10,30.0,0.05,0.002,90,28005,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.5300032451934072,0.3490870520357665,0.5236991396581188,0.7205907657671244,0.3501302461477571,0.11505003121323393,0.3386868543991323,0.593718676694704,90,0.36000000000000004
16,82,10,28,280,10,30.0,0.05,0.002,90,28005,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.5381556045919859,0.36197650674296034,0.5341150251692082,0.725489831441243,0.3501302461477571,0.11505003121323393,0.3386868543991323,0.593718676694704,84,0.336
17,82,10,28,280,10,30.0,0.05,0.002,90,28005,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.546331798987504,0.37317865896858377,0.5418018363212497,0.7288312162622973,0.3501302461477571,0.11505003121323393,0.3386868543991323,0.593718676694704,80,0.32
18,82,10,28,280,10,30.0,0.05,0.002,90,28005,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.5546551778978842,0.38356359066689394,0.5506443585882885,0.7317571445970875,0.3501302461477571,0.11505003121323393,0.3386868543991323,0.593718676694704,75,0.3
19,82,10,28,280,10,30.0,0.05,0.002,90,28005,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.562489052735103,0.39545959838576394,0.5577178010672392,0.7361334975744014,0.3501302461477571,0.11505003121323393,0.3386868543991323,0.593718676694704,78,0.312
20,82,10,28,280,10,30.0,0.05,0.002,90,28005,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.5699677939298619,0.4051775536379818,0.5640892603338065,0.7407898824092221,0.3501302461477571,0.11505003121323393,0.3386868543991323,0.593718676694704,83,0.332
21,82,10,28,280,10,30.0,0.05,0.002,90,28005,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.577675807856868,0.4166630751381624,0.5714958437668809,0.7459223207722133,0.3501302461477571,0.11505003121323393,0.3386868543991323,0.593718676694704,75,0.30000000000000004
22,82,10,28,280,10,30.0,0.05,0.002,90,28005,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.5848706646222912,0.4265830097756372,0.5789370303388792,0.7515972951173692,0.3501302461477571,0.11505003121323393,0.3386868543991323,0.593718676694704,82,0.328
23,82,10,28,280,10,30.0,0.05,0.002,90,28005,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.5914957432623025,0.4337522221087519,0.5861819309048801,0.754379958053015,0.3501302461477571,0.11505003121323393,0.3386868543991323,0.593718676694704,89,0.35600000000000004
24,82,10,28,280,10,30.0,0.05,0.002,90,28005,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.599197957787616,0.44391009584235736,0.5937912404263188,0.7581600293427545,0.3501302461477571,0.11505003121323393,0.3386868543991323,0.593718676694704,66,0.264
25,82,10,28,280,10,30.0,0.05,0.002,90,28005,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.6059490212264248,0.4555522780067172,0.6009470713408527,0.7633536227977235,0.3501302461477571,0.11505003121323393,0.3386868543991323,0.593718676694704,79,0.316
26,82,10,28,280,10,30.0,0.05,0.002,90,28005,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.6124608740156022,0.4678384853106925,0.6067961991932921,0.7664453923531961,0.3501302461477571,0.11505003121323393,0.3386868543991323,0.593718676694704,83,0.332
27,82,10,28,280,10,30.0,0.05,0.002,90,28005,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.6194160396561789,0.48080827166003776,0.6133708835573906,0.7714137672978986,0.3501302461477571,0.11505003121323393,0.3386868543991323,0.593718676694704,71,0.284
28,82,10,28,280,10,30.0,0.05,0.002,90,28005,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.6259189084585559,0.48669904793095253,0.621118425845825,0.7748870434977052,0.3501302461477571,0.11505003121323393,0.3386868543991323,0.593718676694704,76,0.304
29,82,10,28,280,10,30.0,0.05,0.002,90,28005,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.6315842251656869,0.4953170169106827,0.6271364480456559,0.7774202750910717,0.3501302461477571,0.11505003121323393,0.3386868543991323,0.593718676694704,92,0.36800000000000005
30,82,10,28,280,10,30.0,0.05,0.002,90,28005,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.6376608126074269,0.5021506063606014,0.6330533306890764,0.7803204276448169,0.3501302461477571,0.11505003121323393,0.3386868543991323,0.593718676694704,80,0.32000000000000006
31,82,10,28,280,10,30.0,0.05,0.002,90,28005,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.6437213199084661,0.5095752744456865,0.6384562049037161,0.7830889437936356,0.3501302461477571,0.11505003121323393,0.3386868543991323,0.593718676694704,77,0.308
32,82,10,28,280,10,30.0,0.05,0.002,90,28005,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.6492694381787424,0.5168297402616829,0.6443015043871149,0.7865962708988146,0.3501302461477571,0.11505003121323393,0.3386868543991323,0.593718676694704,85,0.3400000000000001
33,82,10,28,280,10,30.0,0.05,0.002,90,28005,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.6549176234996477,0.5255047541300156,0.649645014867369,0.7894478095786595,0.3501302461477571,0.11505003121323393,0.3386868543991323,0.593718676694704,80,0.32
34,82,10,28,280,10,30.0,0.05,0.002,90,28005,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.6606684533985923,0.5338681676436909,0.6552177801683241,0.7931130347506976,0.3501302461477571,0.11505003121323393,0.3386868543991323,0.593718676694704,75,0.3
35,82,10,28,280,10,30.0,0.05,0.002,90,28005,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.6664573728718812,0.5419604247705659,0.6617195412761734,0.7965906023678786,0.3501302461477571,0.11505003121323393,0.3386868543991323,0.593718676694704,70,0.28
36,82,10,28,280,10,30.0,0.05,0.002,90,28005,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.671554235874732,0.5484165114418726,0.6677340332915448,0.7995321814943611,0.3501302461477571,0.11505003121323393,0.3386868543991323,0.593718676694704,86,0.3440000000000001
37,82,10,28,280,10,30.0,0.05,0.002,90,28005,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.676933182423439,0.5566493976937754,0.6738269005315298,0.8036129492118488,0.3501302461477571,0.11505003121323393,0.3386868543991323,0.593718676694704,75,0.30000000000000004
38,82,10,28,280,10,30.0,0.05,0.002,90,28005,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.6818634137495171,0.5620050627054995,0.678504555445238,0.8055852600503784,0.3501302461477571,0.11505003121323393,0.3386868543991323,0.593718676694704,84,0.336
39,82,10,28,280,10,30.0,0.05,0.002,90,28005,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.6869018658660614,0.5704080563003626,0.6828816984047259,0.807272462136828,0.3501302461477571,0.11505003121323393,0.3386868543991323,0.593718676694704,79,0.31600000000000006
40,82,10,28,280,10,30.0,0.05,0.002,90,28005,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.69216439463182,0.5786570911466825,0.6890919350551709,0.8092988688659863,0.3501302461477571,0.11505003121323393,0.3386868543991323,0.593718676694704,69,0.276
41,82,10,28,280,10,30.0,0.05,0.002,90,28005,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.6968366584102816,0.5868332507571964,0.6941285698343618,0.811117145645281,0.3501302461477571,0.11505003121323393,0.3386868543991323,0.593718676694704,81,0.324
42,82,10,28,280,10,30.0,0.05,0.002,90,28005,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.7021512969047117,0.5948805201146735,0.7001362745311805,0.8137278684621247,0.3501302461477571,0.11505003121323393,0.3386868543991323,0.593718676694704,59,0.23600000000000004
43,82,10,28,280,10,30.0,0.05,0.002,90,28005,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.7063161936692316,0.600962687845934,0.7049270710467062,0.8148172892669677,0.3501302461477571,0.11505003121323393,0.3386868543991323,0.593718676694704,91,0.36400000000000005
44,82,10,28,280,10,30.0,0.05,0.002,90,28005,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.7108682034878775,0.606943911934801,0.709394892603538,0.8173294902117807,0.3501302461477571,0.11505003121323393,0.3386868543991323,0.593718676694704,76,0.304
45,82,10,28,280,10,30.0,0.05,0.002,90,28005,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.7154739462190697,0.6138708435223661,0.7135659441577722,0.820244142394615,0.3501302461477571,0.11505003121323393,0.3386868543991323,0.593718676694704,70,0.28
46,82,10,28,280,10,30.0,0.05,0.002,90,28005,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.7199963736093059,0.6195646928041538,0.7192951357022602,0.822543553510103,0.3501302461477571,0.11505003121323393,0.3386868543991323,0.593718676694704,71,0.28400000000000003
47,82,10,28,280,10,30.0,0.05,0.002,90,28005,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.7242427145229956,0.6259251351406435,0.7236402573634417,0.8254777876340655,0.3501302461477571,0.11505003121323393,0.3386868543991323,0.593718676694704,76,0.304
48,82,10,28,280,10,30.0,0.05,0.002,90,28005,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.7283659416267182,0.631269425242419,0.7273580206987705,0.8277909666118785,0.3501302461477571,0.11505003121323393,0.3386868543991323,0.593718676694704,76,0.304
49,82,10,28,280,10,30.0,0.05,0.002,90,28005,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.7324735598046817,0.6383866076402993,0.7313716516136048,0.8289648329255114,0.3501302461477571,0.11505003121323393,0.3386868543991323,0.593718676694704,74,0.296
50,82,10,28,280,10,30.0,0.05,0.002,90,28005,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.7363356508844278,0.6430582044285518,0.7365929330181662,0.8309378789143864,0.3501302461477571,0.11505003121323393,0.3386868543991323,0.593718676694704,78,0.312
51,82,10,28,280,10,30.0,0.05,0.002,90,28005,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.7401583111443427,0.6477086128236532,0.7408199024378381,0.8331426201442146,0.3501302461477571,0.11505003121323393,0.3386868543991323,0.593718676694704,77,0.30800000000000005
52,82,10,28,280,10,30.0,0.05,0.002,90,28005,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.743763142601014,0.6519197835959314,0.7447853223550183,0.8352882587234257,0.3501302461477571,0.11505003121323393,0.3386868543991323,0.593718676694704,81,0.32400000000000007
53,82,10,28,280,10,30.0,0.05,0.002,90,28005,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.7471749622852428,0.656728850981524,0.7480449474574511,0.8364123322023038,0.3501302461477571,0.11505003121323393,0.3386868543991323,0.593718676694704,85,0.34
54,82,10,28,280,10,30.0,0.05,0.002,90,28005,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.7504966085249528,0.6613925781783937,0.7514402789489589,0.8388337751591844,0.3501302461477571,0.11505003121323393,0.3386868543991323,0.593718676694704,86,0.34400000000000003
55,82,10,28,280,10,30.0,0.05,0.002,90,28005,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.7539881356396199,0.6665447528053935,0.7548577568803465,0.8414163563682651,0.3501302461477571,0.11505003121323393,0.3386868543991323,0.593718676694704,77,0.30800000000000005
56,82,10,28,280,10,30.0,0.05,0.002,90,28005,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.7576006616017735,0.6714327405637669,0.7592469151215874,0.8425918153334282,0.3501302461477571,0.11505003121323393,0.3386868543991323,0.593718676694704,71,0.284
57,82,10,28,280,10,30.0,0.05,0.002,90,28005,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.760924594513022,0.6762381006038283,0.7636066078537613,0.8436411874943784,0.3501302461477571,0.11505003121323393,0.3386868543991323,0.593718676694704,78,0.31199999999999994
58,82,10,28,280,10,30.0,0.05,0.002,90,28005,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.7637856770869145,0.6808136304283384,0.7665719507563137,0.8451592263752666,0.3501302461477571,0.11505003121323393,0.3386868543991323,0.593718676694704,92,0.36800000000000005
59,82,10,28,280,10,30.0,0.05,0.002,90,28005,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.7665362548248453,0.6851594323905672,0.7694086824703553,0.8467738027156061,0.3501302461477571,0.11505003121323393,0.3386868543991323,0.593718676694704,94,0.37600000000000006
60,82,10,28,280,10,30.0,0.05,0.002,90,28005,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.7694740053704058,0.6894574566210376,0.7721044565047379,0.8478791936230733,0.3501302461477571,0.11505003121323393,0.3386868543991323,0.593718676694704,85,0.3400000000000001
61,82,10,28,280,10,30.0,0.05,0.002,90,28005,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.7726495997186704,0.6937591061606315,0.7745872183970088,0.848891170876489,0.3501302461477571,0.11505003121323393,0.3386868543991323,0.593718676694704,73,0.29200000000000004
62,82,10,28,280,10,30.0,0.05,0.002,90,28005,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.7756205746143336,0.6983387378384576,0.7773086230160451,0.8505472692679417,0.3501302461477571,0.11505003121323393,0.3386868543991323,0.593718676694704,79,0.316
63,82,10,28,280,10,30.0,0.05,0.002,90,28005,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.7784733127607619,0.7017539374423135,0.7798324042879917,0.8521141754531905,0.3501302461477571,0.11505003121323393,0.3386868543991323,0.593718676694704,81,0.324
64,82,10,28,280,10,30.0,0.05,0.002,90,28005,0.8,0.1,-2.7,0.05,1.0,0.04,0.8,0.5,1.0,0.01,0.006,1e-06,0.781340057030612,0.7061568464480472,0.7824318158353039,0.853645240446752,0.3501302461477571,0.11505003121323393,0.3386868543991323,0.593718676694704,79,0.31600000000000006
